     2.344   1185.509 # matmult_kmn
    58.594   2084.005 # matmult_kmn
   234.375   2028.426 # matmult_kmn
   937.500   2034.056 # matmult_kmn
  3750.000   1973.858 # matmult_kmn
  8437.500   2030.807 # matmult_kmn
 15000.000   2034.858 # matmult_kmn
 23437.500   2015.511 # matmult_kmn
 33750.000   1778.999 # matmult_kmn
 45937.500   1529.211 # matmult_kmn
 60000.000   1461.006 # matmult_kmn
 75937.500   1436.881 # matmult_kmn
 93750.000   1433.526 # matmult_kmn
146484.375   1424.449 # matmult_kmn
210937.500   1430.765 # matmult_kmn
287109.375   1433.508 # matmult_kmn
