     2.344   1551.135 # matmult_nat
    58.594   2180.864 # matmult_nat
   234.375   2040.862 # matmult_nat
   937.500   1887.104 # matmult_nat
  3750.000   1597.208 # matmult_nat
  8437.500   1688.556 # matmult_nat
 15000.000   1478.191 # matmult_nat
 23437.500   1589.097 # matmult_nat
 33750.000   1488.841 # matmult_nat
 45937.500   1545.828 # matmult_nat
 60000.000   1345.298 # matmult_nat
 75937.500   1282.878 # matmult_nat
 93750.000   1116.580 # matmult_nat
146484.375    933.167 # matmult_nat
210937.500    998.508 # matmult_nat
287109.375    867.510 # matmult_nat
375000.000    637.948 # matmult_nat
