     2.344   1392.604 # matmult_blk 2
     2.344   1362.889 # matmult_blk 4
     2.344   1387.150 # matmult_blk 8
     2.344   1462.048 # matmult_blk 12
     2.344   1466.719 # matmult_blk 16
     2.344   1431.746 # matmult_blk 24
     2.344   1463.255 # matmult_blk 32
     2.344   1459.272 # matmult_blk 64
     2.344   1446.537 # matmult_blk 128
     2.344   1449.819 # matmult_blk 192
     2.344   1474.966 # matmult_blk 256
    58.594   2032.034 # matmult_blk 2
    58.594   2024.216 # matmult_blk 4
    58.594   2052.429 # matmult_blk 8
    58.594   2089.421 # matmult_blk 12
    58.594   2073.768 # matmult_blk 16
    58.594   2065.992 # matmult_blk 24
    58.594   2069.833 # matmult_blk 32
    58.594   2074.925 # matmult_blk 64
    58.594   2073.228 # matmult_blk 128
    58.594   2066.210 # matmult_blk 192
    58.594   2066.532 # matmult_blk 256
   234.375   1816.181 # matmult_blk 2
   234.375   1910.511 # matmult_blk 4
   234.375   1910.587 # matmult_blk 8
   234.375   1934.922 # matmult_blk 12
   234.375   1899.549 # matmult_blk 16
   234.375   1931.591 # matmult_blk 24
   234.375   1930.631 # matmult_blk 32
   234.375   1930.639 # matmult_blk 64
   234.375   1906.603 # matmult_blk 128
   234.375   1930.634 # matmult_blk 192
   234.375   1916.901 # matmult_blk 256
   937.500   1789.762 # matmult_blk 2
   937.500   1789.109 # matmult_blk 4
   937.500   1807.288 # matmult_blk 8
   937.500   1790.675 # matmult_blk 12
   937.500   1802.267 # matmult_blk 16
   937.500   1787.127 # matmult_blk 24
   937.500   1814.196 # matmult_blk 32
   937.500   1816.743 # matmult_blk 64
   937.500   1812.062 # matmult_blk 128
   937.500   1808.582 # matmult_blk 192
   937.500   1810.330 # matmult_blk 256
  3750.000   1598.141 # matmult_blk 2
  3750.000   1656.406 # matmult_blk 4
  3750.000   1688.255 # matmult_blk 8
  3750.000   1681.263 # matmult_blk 12
  3750.000   1707.098 # matmult_blk 16
  3750.000   1725.702 # matmult_blk 24
  3750.000   1722.367 # matmult_blk 32
  3750.000   1708.482 # matmult_blk 64
  3750.000   1727.927 # matmult_blk 128
  3750.000   1710.521 # matmult_blk 192
  3750.000   1690.542 # matmult_blk 256
  8437.500   1612.255 # matmult_blk 2
  8437.500   1663.058 # matmult_blk 4
  8437.500   1731.962 # matmult_blk 8
  8437.500   1715.758 # matmult_blk 12
  8437.500   1697.234 # matmult_blk 16
  8437.500   1709.633 # matmult_blk 24
  8437.500   1720.895 # matmult_blk 32
  8437.500   1734.766 # matmult_blk 64
  8437.500   1697.823 # matmult_blk 128
  8437.500   1645.963 # matmult_blk 192
  8437.500   1610.315 # matmult_blk 256
 15000.000   1554.875 # matmult_blk 2
 15000.000   1626.721 # matmult_blk 4
 15000.000   1662.320 # matmult_blk 8
 15000.000   1667.651 # matmult_blk 12
 15000.000   1631.479 # matmult_blk 16
 15000.000   1696.760 # matmult_blk 24
 15000.000   1682.736 # matmult_blk 32
 15000.000   1726.738 # matmult_blk 64
 15000.000   1639.261 # matmult_blk 128
 15000.000   1528.932 # matmult_blk 192
 15000.000   1471.625 # matmult_blk 256
 23437.500   1565.382 # matmult_blk 2
 23437.500   1570.715 # matmult_blk 4
 23437.500   1581.919 # matmult_blk 8
 23437.500   1615.326 # matmult_blk 12
 23437.500   1653.953 # matmult_blk 16
 23437.500   1674.795 # matmult_blk 24
 23437.500   1682.743 # matmult_blk 32
 23437.500   1738.629 # matmult_blk 64
 23437.500   1650.663 # matmult_blk 128
 23437.500   1529.888 # matmult_blk 192
 23437.500   1535.338 # matmult_blk 256
 33750.000   1433.379 # matmult_blk 2
 33750.000   1506.556 # matmult_blk 4
 33750.000   1594.239 # matmult_blk 8
 33750.000   1628.251 # matmult_blk 12
 33750.000   1678.419 # matmult_blk 16
 33750.000   1689.428 # matmult_blk 24
 33750.000   1711.768 # matmult_blk 32
 33750.000   1709.739 # matmult_blk 64
 33750.000   1515.469 # matmult_blk 128
 33750.000   1442.917 # matmult_blk 192
 33750.000   1436.187 # matmult_blk 256
 45937.500   1244.317 # matmult_blk 2
 45937.500   1404.130 # matmult_blk 4
 45937.500   1561.576 # matmult_blk 8
 45937.500   1622.596 # matmult_blk 12
 45937.500   1647.074 # matmult_blk 16
 45937.500   1704.648 # matmult_blk 24
 45937.500   1715.455 # matmult_blk 32
 45937.500   1721.817 # matmult_blk 64
 45937.500   1528.186 # matmult_blk 128
 45937.500   1527.290 # matmult_blk 192
 45937.500   1520.892 # matmult_blk 256
 60000.000   1219.467 # matmult_blk 2
 60000.000   1410.578 # matmult_blk 4
 60000.000   1481.719 # matmult_blk 8
 60000.000   1586.662 # matmult_blk 12
 60000.000   1631.370 # matmult_blk 16
 60000.000   1647.370 # matmult_blk 24
 60000.000   1624.634 # matmult_blk 32
 60000.000   1577.794 # matmult_blk 64
 60000.000   1429.368 # matmult_blk 128
 60000.000   1387.664 # matmult_blk 192
 60000.000   1400.568 # matmult_blk 256
 75937.500   1230.246 # matmult_blk 2
 75937.500   1478.212 # matmult_blk 4
 75937.500   1666.918 # matmult_blk 8
 75937.500   1714.464 # matmult_blk 12
 75937.500   1712.232 # matmult_blk 16
 75937.500   1723.046 # matmult_blk 24
 75937.500   1723.904 # matmult_blk 32
 75937.500   1657.033 # matmult_blk 64
