     2.344   1419.416 # matmult_nmk
    58.594   2112.264 # matmult_nmk
   234.375   1946.722 # matmult_nmk
   937.500   1800.163 # matmult_nmk
  3750.000   1675.508 # matmult_nmk
  8437.500   1654.860 # matmult_nmk
 15000.000   1664.595 # matmult_nmk
 23437.500   1699.484 # matmult_nmk
 33750.000   1710.621 # matmult_nmk
 45937.500   1565.474 # matmult_nmk
 60000.000   1500.061 # matmult_nmk
 75937.500   1478.324 # matmult_nmk
 93750.000   1458.521 # matmult_nmk
146484.375   1446.911 # matmult_nmk
210937.500   1429.203 # matmult_nmk
287109.375   1454.201 # matmult_nmk
375000.000    517.905 # matmult_nmk
