     2.344    956.460 0 # matmult_knm
    37.500   1703.308 0 # matmult_knm
   114.844   1539.883 0 # matmult_knm
   234.375   1564.824 0 # matmult_knm
   527.344   1474.496 0 # matmult_knm
   937.500   1356.599 0 # matmult_knm
  1464.844   1250.418 0 # matmult_knm
  2109.375   1197.048 0 # matmult_knm
