937.500;6102.8;#;matmult_blk;128;;;6.102.800
937.500;5770.097;#;matmult_blk;192;;;5.770.097
937.500;6305.911;#;matmult_blk;256;;;6.305.911
937.500;6382.94;#;matmult_blk;400;;;6.382.940
937.500;6290.884;#;matmult_blk;512;;;6.290.884
937.500;6400.194;#;matmult_blk;700;;;6.400.194
937.500;6411.638;#;matmult_blk;850;;;6.411.638
937.500;6389.723;#;matmult_blk;1024;;;6.389.723
937.500;6390.819;#;matmult_blk;1200;;;6.390.819
937.500;6410.267;#;matmult_blk;1500;;;6.410.267
937.500;6362.387;#;matmult_blk;2048;;;6.362.387
937.500;6260.688;#;matmult_blk;2500;;;6.260.688
937.500;6378.429;#;matmult_blk;3000;;;6.378.429
3.750.000;676.505;#;matmult_blk;2;;;676.505
3.750.000;1511.43;#;matmult_blk;4;;;1.511.430
3.750.000;2315.23;#;matmult_blk;8;;;2.315.230
3.750.000;3705.953;#;matmult_blk;12;;;3.705.953
3.750.000;4062.064;#;matmult_blk;16;;;4.062.064
3.750.000;4873.896;#;matmult_blk;24;;;4.873.896
3.750.000;5387.425;#;matmult_blk;32;;;5.387.425
3.750.000;5648.036;#;matmult_blk;64;;;5.648.036
3.750.000;5920.653;#;matmult_blk;128;;;5.920.653
3.750.000;5784.471;#;matmult_blk;192;;;5.784.471
3.750.000;6090.764;#;matmult_blk;256;;;6.090.764
3.750.000;6023.466;#;matmult_blk;400;;;6.023.466
3.750.000;6068.068;#;matmult_blk;512;;;6.068.068
3.750.000;6064.186;#;matmult_blk;700;;;6.064.186
3.750.000;6136.183;#;matmult_blk;850;;;6.136.183
3.750.000;6076.398;#;matmult_blk;1024;;;6.076.398
3.750.000;6061.28;#;matmult_blk;1200;;;6.061.280
3.750.000;6022.739;#;matmult_blk;1500;;;6.022.739
3.750.000;6051.572;#;matmult_blk;2048;;;6.051.572
3.750.000;6016.768;#;matmult_blk;2500;;;6.016.768
3.750.000;6097.876;#;matmult_blk;3000;;;6.097.876
8.437.500;671.559;#;matmult_blk;2;;;671.559
8.437.500;1501.334;#;matmult_blk;4;;;1.501.334
8.437.500;2292.891;#;matmult_blk;8;;;2.292.891
8.437.500;3761.928;#;matmult_blk;12;;;3.761.928
8.437.500;4007.696;#;matmult_blk;16;;;4.007.696
8.437.500;4862.966;#;matmult_blk;24;;;4.862.966
8.437.500;5171.286;#;matmult_blk;32;;;5.171.286
8.437.500;5216.242;#;matmult_blk;64;;;5.216.242
8.437.500;5840.743;#;matmult_blk;128;;;5.840.743
8.437.500;5735.879;#;matmult_blk;192;;;5.735.879
8.437.500;6266.523;#;matmult_blk;256;;;6.266.523
8.437.500;5447.541;#;matmult_blk;400;;;5.447.541
8.437.500;5480.518;#;matmult_blk;512;;;5.480.518
8.437.500;5867.576;#;matmult_blk;700;;;5.867.576
8.437.500;5890.485;#;matmult_blk;850;;;5.890.485
8.437.500;5883.584;#;matmult_blk;1024;;;5.883.584
8.437.500;5910.469;#;matmult_blk;1200;;;5.910.469
8.437.500;5876.615;#;matmult_blk;1500;;;5.876.615
8.437.500;5888.085;#;matmult_blk;2048;;;5.888.085
8.437.500;5903.122;#;matmult_blk;2500;;;5.903.122
8.437.500;5897.978;#;matmult_blk;3000;;;5.897.978
15.000.000;665.327;#;matmult_blk;2;;;665.327
15.000.000;1509.529;#;matmult_blk;4;;;1.509.529
15.000.000;2323.899;#;matmult_blk;8;;;2.323.899
15.000.000;3702.921;#;matmult_blk;12;;;3.702.921
15.000.000;4060.386;#;matmult_blk;16;;;4.060.386
15.000.000;4730.174;#;matmult_blk;24;;;4.730.174
15.000.000;5157.172;#;matmult_blk;32;;;5.157.172
15.000.000;5786.967;#;matmult_blk;64;;;5.786.967
15.000.000;6108.323;#;matmult_blk;128;;;6.108.323
15.000.000;5890.984;#;matmult_blk;192;;;5.890.984
15.000.000;6048.076;#;matmult_blk;256;;;6.048.076
15.000.000;4696.303;#;matmult_blk;400;;;4.696.303
15.000.000;4857.441;#;matmult_blk;512;;;4.857.441
15.000.000;5564.687;#;matmult_blk;700;;;5.564.687
15.000.000;5949.689;#;matmult_blk;850;;;5.949.689
15.000.000;5964.473;#;matmult_blk;1024;;;5.964.473
15.000.000;6018.726;#;matmult_blk;1200;;;6.018.726
15.000.000;5966.926;#;matmult_blk;1500;;;5.966.926
15.000.000;5939.721;#;matmult_blk;2048;;;5.939.721
15.000.000;5797.905;#;matmult_blk;2500;;;5.797.905
15.000.000;6015.86;#;matmult_blk;3000;;;6.015.860
23.437.500;708.023;#;matmult_blk;2;;;708.023
23.437.500;1605.418;#;matmult_blk;4;;;1.605.418
23.437.500;2445.178;#;matmult_blk;8;;;2.445.178
23.437.500;3917.385;#;matmult_blk;12;;;3.917.385
23.437.500;4222.109;#;matmult_blk;16;;;4.222.109
23.437.500;5149.811;#;matmult_blk;24;;;5.149.811
23.437.500;5600.85;#;matmult_blk;32;;;5.600.850
23.437.500;5824.56;#;matmult_blk;64;;;5.824.560
23.437.500;6507.65;#;matmult_blk;128;;;6.507.650
23.437.500;6241.291;#;matmult_blk;192;;;6.241.291
23.437.500;6622.843;#;matmult_blk;256;;;6.622.843
23.437.500;5240.347;#;matmult_blk;400;;;5.240.347
23.437.500;4863.475;#;matmult_blk;512;;;4.863.475
23.437.500;5031.448;#;matmult_blk;700;;;5.031.448
23.437.500;5345.545;#;matmult_blk;850;;;5.345.545
23.437.500;6172.196;#;matmult_blk;1024;;;6.172.196
23.437.500;6169.524;#;matmult_blk;1200;;;6.169.524
23.437.500;6184.998;#;matmult_blk;1500;;;6.184.998
23.437.500;6172.683;#;matmult_blk;2048;;;6.172.683
23.437.500;6178.656;#;matmult_blk;2500;;;6.178.656
23.437.500;6189.302;#;matmult_blk;3000;;;6.189.302
33.750.000;705.709;#;matmult_blk;2;;;705.709
33.750.000;1610.192;#;matmult_blk;4;;;1.610.192
33.750.000;2450.851;#;matmult_blk;8;;;2.450.851
33.750.000;3934.085;#;matmult_blk;12;;;3.934.085
33.750.000;4261.071;#;matmult_blk;16;;;4.261.071
33.750.000;5197.516;#;matmult_blk;24;;;5.197.516
33.750.000;5640.845;#;matmult_blk;32;;;5.640.845
33.750.000;6024.879;#;matmult_blk;64;;;6.024.879
33.750.000;6525.46;#;matmult_blk;128;;;6.525.460
33.750.000;6373.428;#;matmult_blk;192;;;6.373.428
33.750.000;6508.46;#;matmult_blk;256;;;6.508.460
33.750.000;4758.795;#;matmult_blk;400;;;4.758.795
33.750.000;5206.472;#;matmult_blk;512;;;5.206.472
33.750.000;5047.103;#;matmult_blk;700;;;5.047.103
33.750.000;5130.807;#;matmult_blk;850;;;5.130.807
33.750.000;5268.577;#;matmult_blk;1024;;;5.268.577
33.750.000;6159.992;#;matmult_blk;1200;;;6.159.992
33.750.000;6173.705;#;matmult_blk;1500;;;6.173.705
33.750.000;6193.861;#;matmult_blk;2048;;;6.193.861
33.750.000;6213.914;#;matmult_blk;2500;;;6.213.914
33.750.000;6167.833;#;matmult_blk;3000;;;6.167.833
45.937.500;709.206;#;matmult_blk;2;;;709.206
45.937.500;1610.921;#;matmult_blk;4;;;1.610.921
45.937.500;2454.015;#;matmult_blk;8;;;2.454.015
45.937.500;3922.588;#;matmult_blk;12;;;3.922.588
45.937.500;4239.102;#;matmult_blk;16;;;4.239.102
45.937.500;5133.496;#;matmult_blk;24;;;5.133.496
45.937.500;5568.644;#;matmult_blk;32;;;5.568.644
45.937.500;5917.085;#;matmult_blk;64;;;5.917.085
45.937.500;6471.992;#;matmult_blk;128;;;6.471.992
45.937.500;6313.745;#;matmult_blk;192;;;6.313.745
45.937.500;6504.703;#;matmult_blk;256;;;6.504.703
45.937.500;5083.56;#;matmult_blk;400;;;5.083.560
45.937.500;4805.648;#;matmult_blk;512;;;4.805.648
45.937.500;5186.115;#;matmult_blk;700;;;5.186.115
45.937.500;5185.01;#;matmult_blk;850;;;5.185.010
45.937.500;5223.508;#;matmult_blk;1024;;;5.223.508
45.937.500;5283.904;#;matmult_blk;1200;;;5.283.904
45.937.500;5844.862;#;matmult_blk;1500;;;5.844.862
45.937.500;5712.478;#;matmult_blk;2048;;;5.712.478
45.937.500;5730.625;#;matmult_blk;2500;;;5.730.625
45.937.500;5721.142;#;matmult_blk;3000;;;5.721.142
60.000.000;705.205;#;matmult_blk;2;;;705.205
60.000.000;1597.629;#;matmult_blk;4;;;1.597.629
60.000.000;2436.791;#;matmult_blk;8;;;2.436.791
60.000.000;3865.287;#;matmult_blk;12;;;3.865.287
60.000.000;4238.446;#;matmult_blk;16;;;4.238.446
60.000.000;5175.007;#;matmult_blk;24;;;5.175.007
60.000.000;5619.848;#;matmult_blk;32;;;5.619.848
60.000.000;6186.124;#;matmult_blk;64;;;6.186.124
60.000.000;6471.757;#;matmult_blk;128;;;6.471.757
60.000.000;6380.153;#;matmult_blk;192;;;6.380.153
60.000.000;6571.938;#;matmult_blk;256;;;6.571.938
60.000.000;4761.73;#;matmult_blk;400;;;4.761.730
60.000.000;4976.835;#;matmult_blk;512;;;4.976.835
60.000.000;5094.133;#;matmult_blk;700;;;5.094.133
60.000.000;5348.013;#;matmult_blk;850;;;5.348.013
60.000.000;5332.759;#;matmult_blk;1024;;;5.332.759
60.000.000;5275.167;#;matmult_blk;1200;;;5.275.167
60.000.000;4583.2;#;matmult_blk;1500;;;4.583.200
60.000.000;4277.713;#;matmult_blk;2048;;;4.277.713
60.000.000;4270.276;#;matmult_blk;2500;;;4.270.276
60.000.000;4219.257;#;matmult_blk;3000;;;4.219.257
75.937.500;704.735;#;matmult_blk;2;;;704.735
75.937.500;1604.558;#;matmult_blk;4;;;1.604.558
75.937.500;2449.46;#;matmult_blk;8;;;2.449.460
75.937.500;3926.022;#;matmult_blk;12;;;3.926.022
75.937.500;4230.397;#;matmult_blk;16;;;4.230.397
75.937.500;5136.266;#;matmult_blk;24;;;5.136.266
75.937.500;5217.479;#;matmult_blk;32;;;5.217.479
75.937.500;5789.241;#;matmult_blk;64;;;5.789.241
75.937.500;6403.99;#;matmult_blk;128;;;6.403.990
75.937.500;6350.313;#;matmult_blk;192;;;6.350.313
75.937.500;6522.233;#;matmult_blk;256;;;6.522.233
75.937.500;5034.352;#;matmult_blk;400;;;5.034.352
75.937.500;4897.564;#;matmult_blk;512;;;4.897.564
75.937.500;5040.609;#;matmult_blk;700;;;5.040.609
75.937.500;5434.9;#;matmult_blk;850;;;5.434.900
75.937.500;5391.234;#;matmult_blk;1024;;;5.391.234
75.937.500;5349.402;#;matmult_blk;1200;;;5.349.402
75.937.500;4424.098;#;matmult_blk;1500;;;4.424.098
75.937.500;3077.238;#;matmult_blk;2048;;;3.077.238
75.937.500;3050.031;#;matmult_blk;2500;;;3.050.031
75.937.500;3101.722;#;matmult_blk;3000;;;3.101.722
93.750.000;702.519;#;matmult_blk;2;;;702.519
93.750.000;1601.304;#;matmult_blk;4;;;1.601.304
93.750.000;2440.949;#;matmult_blk;8;;;2.440.949
93.750.000;3910.64;#;matmult_blk;12;;;3.910.640
93.750.000;4260.807;#;matmult_blk;16;;;4.260.807
93.750.000;5092.278;#;matmult_blk;24;;;5.092.278
93.750.000;5101.062;#;matmult_blk;32;;;5.101.062
93.750.000;5819.592;#;matmult_blk;64;;;5.819.592
93.750.000;6416.636;#;matmult_blk;128;;;6.416.636
93.750.000;6368.442;#;matmult_blk;192;;;6.368.442
93.750.000;6590.686;#;matmult_blk;256;;;6.590.686
93.750.000;4722.018;#;matmult_blk;400;;;4.722.018
93.750.000;4830.588;#;matmult_blk;512;;;4.830.588
93.750.000;5133.11;#;matmult_blk;700;;;5.133.110
93.750.000;5119.309;#;matmult_blk;850;;;5.119.309
93.750.000;5373.119;#;matmult_blk;1024;;;5.373.119
93.750.000;5379.178;#;matmult_blk;1200;;;5.379.178
93.750.000;4437.873;#;matmult_blk;1500;;;4.437.873
93.750.000;2749.562;#;matmult_blk;2048;;;2.749.562
93.750.000;2756.665;#;matmult_blk;2500;;;2.756.665
93.750.000;2758.121;#;matmult_blk;3000;;;2.758.121
146.484.375;673.05;#;matmult_blk;2;;;673.050
146.484.375;1550.703;#;matmult_blk;4;;;1.550.703
146.484.375;2352.126;#;matmult_blk;8;;;2.352.126
146.484.375;3754.878;#;matmult_blk;12;;;3.754.878
146.484.375;4043.671;#;matmult_blk;16;;;4.043.671
146.484.375;4814.399;#;matmult_blk;24;;;4.814.399
146.484.375;4853.528;#;matmult_blk;32;;;4.853.528
146.484.375;5615.507;#;matmult_blk;64;;;5.615.507
146.484.375;6224.058;#;matmult_blk;128;;;6.224.058
146.484.375;6063.465;#;matmult_blk;192;;;6.063.465
146.484.375;6386.599;#;matmult_blk;256;;;6.386.599
146.484.375;4747.046;#;matmult_blk;400;;;4.747.046
146.484.375;4792.942;#;matmult_blk;512;;;4.792.942
146.484.375;5019.965;#;matmult_blk;700;;;5.019.965
146.484.375;5256.48;#;matmult_blk;850;;;5.256.480
146.484.375;5246.624;#;matmult_blk;1024;;;5.246.624
146.484.375;5175.094;#;matmult_blk;1200;;;5.175.094
146.484.375;4549.454;#;matmult_blk;1500;;;4.549.454
146.484.375;2922.851;#;matmult_blk;2048;;;2.922.851
146.484.375;2337.464;#;matmult_blk;2500;;;2.337.464
146.484.375;2339.299;#;matmult_blk;3000;;;2.339.299
210.937.500;673.991;#;matmult_blk;2;;;673.991
210.937.500;1532.473;#;matmult_blk;4;;;1.532.473
210.937.500;2340.736;#;matmult_blk;8;;;2.340.736
210.937.500;3776.793;#;matmult_blk;12;;;3.776.793
210.937.500;4063.753;#;matmult_blk;16;;;4.063.753
210.937.500;4412.484;#;matmult_blk;24;;;4.412.484
210.937.500;4760.196;#;matmult_blk;32;;;4.760.196
210.937.500;5589.505;#;matmult_blk;64;;;5.589.505
210.937.500;6210.624;#;matmult_blk;128;;;6.210.624
210.937.500;6194.545;#;matmult_blk;192;;;6.194.545
210.937.500;6392.465;#;matmult_blk;256;;;6.392.465
210.937.500;4833.232;#;matmult_blk;400;;;4.833.232
210.937.500;4788.53;#;matmult_blk;512;;;4.788.530
210.937.500;5041.322;#;matmult_blk;700;;;5.041.322
210.937.500;5170.669;#;matmult_blk;850;;;5.170.669
210.937.500;5343.63;#;matmult_blk;1024;;;5.343.630
210.937.500;5067.839;#;matmult_blk;1200;;;5.067.839
210.937.500;3852.135;#;matmult_blk;1500;;;3.852.135
210.937.500;3211.632;#;matmult_blk;2048;;;3.211.632
210.937.500;2709.215;#;matmult_blk;2500;;;2.709.215
210.937.500;2293.695;#;matmult_blk;3000;;;2.293.695
287.109.375;672.709;#;matmult_blk;2;;;672.709
287.109.375;1549.671;#;matmult_blk;4;;;1.549.671
287.109.375;2355.065;#;matmult_blk;8;;;2.355.065
287.109.375;3767.462;#;matmult_blk;12;;;3.767.462
287.109.375;4080.893;#;matmult_blk;16;;;4.080.893
287.109.375;4293.979;#;matmult_blk;24;;;4.293.979
287.109.375;4694.846;#;matmult_blk;32;;;4.694.846
287.109.375;5548.17;#;matmult_blk;64;;;5.548.170
287.109.375;6151.772;#;matmult_blk;128;;;6.151.772
287.109.375;6063.306;#;matmult_blk;192;;;6.063.306
287.109.375;6353.386;#;matmult_blk;256;;;6.353.386
287.109.375;4758.821;#;matmult_blk;400;;;4.758.821
287.109.375;4789.319;#;matmult_blk;512;;;4.789.319
287.109.375;5111.74;#;matmult_blk;700;;;5.111.740
287.109.375;5318.164;#;matmult_blk;850;;;5.318.164
287.109.375;5271.461;#;matmult_blk;1024;;;5.271.461
287.109.375;5290.01;#;matmult_blk;1200;;;5.290.010
287.109.375;4140.319;#;matmult_blk;1500;;;4.140.319
287.109.375;2913.273;#;matmult_blk;2048;;;2.913.273
287.109.375;2783.846;#;matmult_blk;2500;;;2.783.846
287.109.375;2566.183;#;matmult_blk;3000;;;2.566.183
375.000.000;669.941;#;matmult_blk;2;;;669.941
375.000.000;1530.494;#;matmult_blk;4;;;1.530.494
375.000.000;2352.371;#;matmult_blk;8;;;2.352.371
375.000.000;3768.271;#;matmult_blk;12;;;3.768.271
375.000.000;4096.274;#;matmult_blk;16;;;4.096.274
375.000.000;4289.911;#;matmult_blk;24;;;4.289.911
375.000.000;4745.635;#;matmult_blk;32;;;4.745.635
375.000.000;5830.126;#;matmult_blk;64;;;5.830.126
375.000.000;6250.719;#;matmult_blk;128;;;6.250.719
375.000.000;6197.978;#;matmult_blk;192;;;6.197.978
375.000.000;6358.202;#;matmult_blk;256;;;6.358.202
375.000.000;4686.536;#;matmult_blk;400;;;4.686.536
375.000.000;4829.354;#;matmult_blk;512;;;4.829.354
375.000.000;5095.659;#;matmult_blk;700;;;5.095.659
375.000.000;5252.82;#;matmult_blk;850;;;5.252.820
375.000.000;5404.031;#;matmult_blk;1024;;;5.404.031
375.000.000;5258.15;#;matmult_blk;1200;;;5.258.150
375.000.000;4330.718;#;matmult_blk;1500;;;4.330.718
375.000.000;2518.027;#;matmult_blk;2048;;;2.518.027
375.000.000;2523.022;#;matmult_blk;2500;;;2.523.022
375.000.000;2498.737;#;matmult_blk;3000;;;2.498.737
