   234.375   3484.341 # matmult_blk 10
   234.375   3884.941 # matmult_blk 15
   234.375   4805.551 # matmult_blk 20
   234.375   5175.301 # matmult_blk 25
   234.375   5305.210 # matmult_blk 30
   234.375   5622.921 # matmult_blk 35
   234.375   5742.313 # matmult_blk 40
   234.375   5679.206 # matmult_blk 45
   234.375   6249.998 # matmult_blk 50
   234.375   6167.379 # matmult_blk 55
   234.375   5299.107 # matmult_blk 60
   234.375   6007.543 # matmult_blk 70
   234.375   5953.087 # matmult_blk 75
   234.375   6654.219 # matmult_blk 100
   234.375   6671.189 # matmult_blk 150
   234.375   6656.805 # matmult_blk 200
   234.375   6661.885 # matmult_blk 210
   234.375   6666.987 # matmult_blk 220
   234.375   6650.086 # matmult_blk 230
   234.375   6682.275 # matmult_blk 240
   234.375   6657.851 # matmult_blk 250
   234.375   6638.182 # matmult_blk 300
   234.375   6619.898 # matmult_blk 400
   234.375   6655.687 # matmult_blk 500
   234.375   6676.193 # matmult_blk 600
   234.375   6660.754 # matmult_blk 700
   234.375   6661.403 # matmult_blk 800
   234.375   6539.837 # matmult_blk 900
   234.375   6668.095 # matmult_blk 920
   234.375   6678.235 # matmult_blk 940
   234.375   6620.170 # matmult_blk 960
   234.375   6640.714 # matmult_blk 980
   234.375   6622.322 # matmult_blk 1000
   234.375   6669.838 # matmult_blk 1100
   234.375   6683.713 # matmult_blk 1200
   234.375   6675.655 # matmult_blk 1300
   234.375   6667.029 # matmult_blk 1400
   937.500   3491.130 # matmult_blk 10
   937.500   3870.066 # matmult_blk 15
   937.500   4840.706 # matmult_blk 20
   937.500   5189.065 # matmult_blk 25
   937.500   5561.960 # matmult_blk 30
   937.500   5694.941 # matmult_blk 35
   937.500   6053.491 # matmult_blk 40
   937.500   5948.994 # matmult_blk 45
   937.500   6275.206 # matmult_blk 50
   937.500   6202.644 # matmult_blk 55
   937.500   6022.876 # matmult_blk 60
   937.500   6113.390 # matmult_blk 70
   937.500   6192.976 # matmult_blk 75
   937.500   6423.924 # matmult_blk 100
   937.500   6051.778 # matmult_blk 150
   937.500   6603.800 # matmult_blk 200
   937.500   6600.843 # matmult_blk 210
   937.500   6622.095 # matmult_blk 220
   937.500   6625.826 # matmult_blk 230
   937.500   6617.440 # matmult_blk 240
   937.500   6616.944 # matmult_blk 250
   937.500   6616.009 # matmult_blk 300
   937.500   6642.732 # matmult_blk 400
   937.500   6627.754 # matmult_blk 500
   937.500   6630.547 # matmult_blk 600
