     2.344   1115.342 # matmult_kmn
    58.594   1826.058 # matmult_kmn
   234.375   1770.273 # matmult_kmn
   937.500   1789.624 # matmult_kmn
  3750.000   1715.139 # matmult_kmn
  8437.500   1764.561 # matmult_kmn
 15000.000   1778.750 # matmult_kmn
 23437.500   1788.042 # matmult_kmn
 33750.000   1770.699 # matmult_kmn
 45937.500   1707.104 # matmult_kmn
 60000.000   1558.344 # matmult_kmn
 75937.500   1476.829 # matmult_kmn
 93750.000   1428.814 # matmult_kmn
146484.375   1385.471 # matmult_kmn
210937.500   1373.450 # matmult_kmn
287109.375   1378.008 # matmult_kmn
375000.000   1379.484 # matmult_kmn
